text,label
我十几岁,其它
我说的话有没有听见？,客户提意见
你们额度多少,询问额度
跟你说嘛听不懂,其它
你们信息泄漏吗,询问是否安全
咋听不清情况,其它
移动公司不是幺零零八六吗,询问身份或来意
我我想先借十万块钱可以吗,询问额度
谁你,询问身份或来意
我这边没有信用卡可以使用你们产品吗,其它
审核需要多久,审核时间
省内的额度是什么样的app吗是什么ap,询问额度
信用差,征信差或无资产
行行感谢来电,其它
哦好好再见,其它
见面聊,询问公司名称或地址
偶尔吧,其它
最高可以分几期,询问分期
关我不要你别给我打电话,其它
我不管,其它
嗯行行行好,其它
不客气可以介绍一下你们省呗产品哦其他产品的好处吗,公司优势
哦也可以办理,其它
你们利率是多少,询问利率
没有没有谢谢,其它
你是哪里人,询问公司名称或地址
你们有什么优势,公司优势
接电话再见,其它
行,其它
再说吧,考虑
我知道我说给我便宜点太贵,客服不专业
我说我要卖房,其它
对你们那边说这个,其它
嗯我等吧,其它
嗯行行行在吗,其它
我说我不要,其它
我想让好吧,其它
等一会再打过来好吗,其它
好吧好吧嗯,其它
打我电话什么事情,询问身份或来意
行行你先挂吧吗,其它
哦好的好的好的好的好的,其它
我都没打直接打那个点你这边利息是多少,询问利息
没有补充,其它
不是你们要查我的支付密码注册的时候要查我的征信吗,是否上征信
行那下午车嘞,其它
嗯好的好的,其它
哦你是哪个移动的,询问身份或来意
你再重说那我没听明白,其它
嗯好吧好吧,其它
不客气请问你有男朋友吗,私人信息
我想问一下你们这边付款的话是哪个机构,合作银行
怎么才能通过率大一些,征信差或无资产
你这是哪里,询问身份或来意
我问你们,客户提意见
公司的具体位置在哪里,询问公司名称或地址
参加,其它
你哪位,询问身份或来意
为什么要跟你说,公司优势
我说你们只能用来还信用卡吗,解释省呗
我感觉我信息的线路,询问是否安全
好的没问题,其它
你那边,询问身份或来意
我自己办的,其它
我可以投资吗,客服不专业
我现在不方便,其它
我超过六十岁,其它
蛮快的,贷款速度快
如果我要注册的话需要,提交材料
之前欠款的时候被拒国,是否上征信
没有我才二十岁,其它
你们怎么会有我的号码,询问信息来源
不对不对,其它
就是好谢谢没有那你,其它
什么你说,其它
什么套餐我不懂吧我不要这个,其它
这么快,贷款速度快
哦有什么业务,其它
怎么借款,解释省呗
哦好好,其它
你爱国吗,爱国爱党
什么你慢点说,其它
嗯再见银行对,合作银行
是不是高利贷,是否真实
交一段时间,其它
太不专业,客服不专业
骗我,是否真实
什么什么,其它
又想骗我,是否真实
有没有在听我讲话,客户提意见
骗子,是否真实
嗯行好嘞好嘞嗯,其它
我输老户,其它
我现在在上班可以时间打过电话吗,其它
肯定,其它
你微信多少,询问联系方式
让你别打，你怎么又打过来,其它
听得到,其它
哦对对立那,其它
什么是信用贷款,解释信用贷款
可以那就能改吧,其它
唉可以,其它
为什么要找你们,公司优势
是真的吗,是否真实
你们最高可以分几期,询问分期
哦就我说那个真心,是否上征信
你刚刚不是说,其它
好的好的,其它
核对正确,其它
哦好,其它
你是移动还是联通,询问身份或来意
自己办的,其它
是干什么,询问身份或来意
等下再说吧,其它
嗯对,其它
已经申请贷款,已有贷款
你们是银行吗,合作银行
等等,其它
那意思我没听明白,其它
对嗯好的,其它
哦行行好好,其它
额度多少,询问额度
你们的审核备案全度高不高,询问是否安全
你再说说,其它
多久能放款,询问贷款速度
我年龄大,其它
没有房子可以贷款吗,征信差或无资产
能借多少钱,询问额度
地区地址,询问公司名称或地址
不是,其它
什么资料,提交材料
对是这样的,其它
我想解这个额度,询问额度
暂时不需要,其它
谁你是谁省呗没听过,解释省呗
你听不听的懂人话,客户提意见
太高我怎么记给我便宜点,客服不专业
嗯有需求,其它
你家有钱吗,私人信息
好嘞恩好嘞好嘞,其它
我看好吧,其它
哦行我知道,其它
做客服的你连最基本的都不知道,客服不专业
我还是不知道怎么还款,询问如何还款
我现在有个度有点低你们可以提升度吗,询问额度
你借钱的对吗,询问身份或来意
请重说下,其它
听得到我说吗,客户提意见
我想问一下你们这边审核需要多久,审核时间
你再说一遍什么,其它
你们七二七这个金额多少,询问额度
再说一遍,其它
喂行行行,其它
不需要抵押吧,询问抵押
我已经注册过,已在使用
没有补充的,其它
哦我这边就是想知道你们这里是一个就是什么公司,询问公司名称或地址
好买买买,其它
你们公司成立几年,客服不专业
所以我那看看,其它
我肯定,其它
厘怎么算,解释厘
是这是咋又买又不懂功能接个电话打个电话,其它
我有需求,其它
喂付款你这边是什么性质的贷款可以用来做什么,解释省呗
反正有时间吧嗯,其它
听着嘞,其它
对是的,其它
哦我刚说我说我暂时用不到,其它
你们怎么会我的号码,询问信息来源
什么业务你再说一遍,其它
还不想跟你说话挂,其它
我已经十岁,其它
你好我想问一下我这边如果预期的话之后会有什么影响,是否上征信
嗯不是,其它
那那行,其它
晚会打给你好吧,其它
行其实我说,其它
最低起借金额,询问额度
没有没什么关系我不想要,其它
逾期有什么名字,是否上征信
没有好嘞你好,其它
好那好的,其它
怎么代表,询问身份或来意
东西有过等一下,其它
有信用卡,其它
怎么联系你,询问联系方式
他那我这边不想要再见,其它
很少,其它
这会儿顾不上,其它
不客气,其它
什么是厘,解释厘
面谈吧,询问公司名称或地址
我想问一下你这边的规矩,客户提意见
他有没有规定打多少,询问额度
哦行行行可以你说,其它
好吧好嘞,其它
我均有条,其它
哪位,询问身份或来意
哦可以,其它
只能用信用卡是,解释省呗
那为什么之前就是没有,解释省呗
怎么还贷,询问如何还款
我有资金的需求但是你们只能用来还信用卡吗提现可不可以,解释省呗
你是机器人吗,是否机器人
先不说,其它
不需要不需要,其它
都不知道哪些材料,提交材料
可以怎么还,询问如何还款
移动公司客服代表,询问身份或来意
知道你们这边能够申请多少钱,询问额度
你们安全吗,询问是否安全
喂你是哪里,询问身份或来意
嗯又不用吧,其它
你们哪儿,询问身份或来意
公司什么时候成立的,客服不专业
你们这里有官网嘛我想去你们官网看一下,询问公司名称或地址
我是想说也说话这样你是不是一个机器人跟机器人吗,是否机器人
没听明白,其它
你说慢一点不清楚,其它
怎么到你们公司,询问公司名称或地址
有下载地址吗,询问公司名称或地址
我有需求我想去,其它
可以知道哪里吗,询问公司名称或地址
恩可以,其它
好好,其它
什么省被你说的,解释省呗
那个不用可以吗,其它
我超过四十岁,其它
放弃,其它
是好吧,其它
哪里的,询问公司名称或地址
不方便,其它
逾期后如何扣费,询问利率
公司董事长,客服不专业
号好好恩,其它
行好嘞你给我开通吧,其它
嗯行行行好的,其它
被叫啥,询问身份或来意
那会不会影响个人真心你们这里,是否上征信
多少钱的,询问额度
哦你哪里幺,询问身份或来意
你们利息是多少,询问利息
要抵押物品吗,询问抵押
有宽限期吗,询问如何还款
你回答我问题我问你浦发银行的信用卡在不在你这个范围内,合作银行
哦优惠专线嗯,其它
你好麻烦你个问题没看,其它
你怎么又打过来,其它
利息高吗,询问利息
的问题吗,客户提意见
你刚刚说那个度,询问额度
没签收,其它
别骗我,是否真实
拿到,其它
这么简单的东西你都不清楚,客服不专业
省呗是啥公司,解释省呗
再解释一下,其它
骗人的吧,是否真实
能分几期还,询问分期
好的好的好的,其它
不是我再问你能听到我说,其它
你们的这个产品在哪里能下载,软件怎么下载
你怎么什么都不知道,客服不专业
我问你浦发银行可不可以,合作银行
你们会上征信吗,是否上征信
就需求你们这审核需要多少,审核时间
暂时没有,其它
都没钱买房买车,其它
说我这边最多可以接多少钱,询问额度
你们审备的安全度高不高,询问是否安全
你这么不专业的客服,客服不专业
明白语音不影响我信用卡的使用,是否上征信
请介绍,其它
嗯不用,其它
怎么弄的,考虑
没,其它
你是哪里的,询问身份或来意
可不可以借现金,询问贷款现金
如果我要逾期有什么影响吗,是否上征信
我这会有其它事再说吧,其它
那行好吧,其它
不好意思,其它
我说我没有信用卡怎么办,其它
那我没有信用卡怎么办,其它
去你妈的,其它
你在哪可以知道哪里,询问公司名称或地址
你怎么知道我电话的,询问信息来源
一百八十分钟话费吗,其它
你不是客服经理吗,客服不专业
别打我好吧,其它
就是每个月,审核时间
叫你们经理来跟我说,客服不专业
材料拍照可以吗,提交材料
对办好,其它
哈喽,其它
对听到,其它
不是说啥没听清,其它
对就是,其它
不要谢谢,其它
可以在现金吗,询问贷款现金
不可以没有单独的手机号帮我关闭,其它
嗯那行,其它
喂你帮我介绍一下,解释省呗
让我想一下应该是有的,其它
哦你说我听着,其它
你们给我度太低根本不够用,询问额度
有你这边怎么借,提交材料
我用的时候再找您,其它
最低多少,询问额度
现金,询问贷款现金
那就办吧,其它
我想借钱现在我怎么操作,提交材料
激活失败,其它
能办,其它
我签,其它
额说是这边他可以接现金使用吗,询问贷款现金
哦行你说,其它
会不会影响个人真心,是否上征信
哦好吧那行,其它
你们公司还有其他产品吗,客服不专业
分期最高的,询问分期
记录差,征信差或无资产
到两万怎么这么少,询问额度
买一份吧,其它
最低欠多少钱,询问额度
我这边我这边不用我这边不用知道你的额度,其它
那你能告诉我怎么申请,提交材料
嗯那行好嘞,其它
哦办理,其它
嗯好的都可以看看吧,其它
我现在很忙,其它
那我都没听明白,其它
喂麻烦你问你说你说你这是山东移动的,询问身份或来意
民是省内的,询问客服名字
那好吧,其它
恩好的我看一下,其它
我说无不需要,其它
喂你你什么意思,其它
怎么有我信息,询问信息来源
这个不对,其它
要多久才能用,审核时间
我说我这两套房等着卖,其它
你告诉我你知道啥,客服不专业
二十好,其它
我是问就是你们这个假如说我要想注册的话,提交材料
好我考虑一下,考虑
所要材料,提交材料
怎么去你们公司,询问公司名称或地址
有需求就是我问一下就是你们这假如欠款可以提前,是否上征信
没听说过省呗,解释省呗
等一下逾期如果去的话之后我会怎么影响,是否上征信
喂你们收费吗,询问手续费
稍等一下,其它
我没太听懂就是说你要你是问我要不要改套餐吗,其它
我现在你们这个查询我不想用,其它
现在有事待会再说,其它
没工作没法子,征信差或无资产
省内的度,询问额度
嗯先办理,其它
你觉得你服务好吗你看你服务的好吗,私人信息
那这个,其它
现在很多直接地方电话我这边是信息怎么会有的,询问信息来源
信用贷款怎么弄,解释信用贷款
你们你说话太办我不想跟你说,其它
真烦人,其它
就是有信用卡的使用,信用卡数量限制
万一信息泄露怎么办,询问是否安全
恩知道哪里有卖水的吗,私人信息
他那个问题吗,客户提意见
四十岁哪里年轻,其它
五分钟就有结果吗,审核时间
好提示,其它
哦行行就办一个,其它
哦行行,其它
我说你们还有什么产品,客服不专业
哦申请多久才能用,审核时间
我要是逾期怎么办,是否上征信
做什么的,公司优势
那好吧你开过,其它
然后您现在怎么怎么办,其它
怎么审核,提交材料
哦那不是幺零零八六咋幺零零八五,询问身份或来意
这边分期,询问分期
我在上班,其它
哦你是男生还是女生,私人信息
我没讲完大哥,客户提意见
我想问一下逾期之后宽限期吗,是否上征信
办理吧恩,其它
我我是想解一下你这边的,解释省呗
好嘞手机号码,其它
好吧,其它
弄不,其它
正常缴纳,其它
什么业务,其它
我这会有事再说吧,其它
你爱党吗,爱国爱党
你在听吗,客户提意见
喂喂喂,客户提意见
不办,其它
嗯好吧,其它
怎么这么高,其它
不常用,其它
你在没在听,客户提意见
行行行我以前嗯,其它
不感兴趣,其它
差不多吧我就想问一下我是不是量做好就得尽快,其它
好那你说实名制是多少钱,询问额度
我现在你们这个查询我不想用我想注销可以吗怎么注销,其它
使用接多少钱,询问额度
恩是,其它
我有需求请问我怎么用,提交材料
我自己的,其它
你听不到我讲话的？,客户提意见
你哪儿,询问身份或来意
不需要贷款,其它
你是不是骗子,询问身份或来意
哦你再说一下可以吗,其它
嗯好的好的行好可以,其它
我想增加额度,询问额度
我怎么相信你,是否真实
有房有车已结婚,其它
账号安全如何保障,询问是否安全
有贷款记录,已有贷款
嗯我没听明白是,其它
多少个点,询问手续费
我说有有,其它
哪你是哪我说你是哪的你先别问我我先问你你是干嘛的你是哪的我没有听清你是哪的,解释省呗
人姓名,询问客服名字
你肯定是个骗子,询问身份或来意
嗯聊解一下,其它
晚会再说好吗,其它
没对,其它
我的号码是买来的吗,询问信息来源
不知道啥,其它
可不可以提前还款,询问如何还款
我没听清的,其它
我超过七十岁,其它
你好我急需用钱,审核时间
说我要怎么注册的,提交材料
你们这如何申请,提交材料
我说你这边怎么借款,提交材料
我没有信用卡可以办,其它
你是不是骗子问他们东西,询问身份或来意
我想问一下我现在注册,其它
审核需要多长时间,审核时间
您是男性吗,私人信息
我怕你们这个不安全信息泄露,询问是否安全
介绍吧,其它
太忙,其它
不是我现在很抱歉过一会打过来可以吗,其它
载,软件怎么下载
那不知道,其它
明白,其它
我想解一下你们是什么公司的,询问公司名称或地址
你是哪位,询问身份或来意
是谁喂,询问身份或来意
你们卷欠款的话上征信吗,是否上征信
是什么公司,询问身份或来意
请问一下你们这边可以分几期,询问分期
嗯好的,其它
好的好的我又重新变更取消,其它
哦暂时没有到过吧过来吧,其它
付款不是自动再查里边,询问如何还款
哦反正我用好吧慢的话但是,其它
那我要怎么注册,提交材料
你们要一些什么资料才能,提交材料
我说我说最后一遍,其它
你是否在听我讲话,客户提意见
对嗯没看看对吧,其它
省内的额度是什么样的,询问额度
你告诉我什么是你知道的,客服不专业
你是不是没在听我说话,客户提意见
最后有,其它
好行没,其它
联系方式,询问联系方式
行可以,其它
啥,其它
山东什么地方的,询问身份或来意
你你好你是,询问身份或来意
你们只能用来还信用卡吗,解释省呗
不清楚,其它
我有房有车,其它
不要给我发短信,其它
我要逾期怎么办,是否上征信
聊解一下,解释省呗
嗯哦就给他嗯好的,其它
哦好的好的就是,其它
行那找不办,其它
我再想想,考虑
我用得少,其它
什么软件pos的,公司优势
哦行这样吧,其它
谁,询问身份或来意
你听我的,客户提意见
你有没有在听我说话,客户提意见
没公积金公司不交,其它
有事吗,其它
七千可以不用换吗,是否上征信
我没听清你说唛,其它
没没,其它
嗯事情吗,其它
有审核结果的是吗,审核时间
哦不管用不用不,其它
我说我之前结你怎么不给我接不给我钱,征信差或无资产
人家你是哪里,询问身份或来意
没有对,其它
哦那行,其它
你们公司地址是哪里,询问公司名称或地址
能不能把你微信给我,询问联系方式
你觉得你的服务好吗,私人信息
一般能申请多少额度,询问额度
多少,其它
你们介绍选择产品好处吗,公司优势
像你看怎么打过来,信用卡数量限制
超过四十八,其它
正规吗,是否真实
我二十不到,其它
办理,其它
就是不要你说气人不,其它
淘宝的热线吗,询问身份或来意
请重复一下,其它
你谁,询问身份或来意
我那知道我能得到额外的优惠吗,客服不专业
不着急,其它
你太不专业,客服不专业
哦行吧好吧,其它
现在不给我,其它
那你这边准备注册的话需要什么材料,提交材料
好行,其它
利率怎么算,询问利率
我觉得可以这个,其它
逾期之后宽限期吗,是否上征信
哦就是哦,其它
我忙着,其它
也就算吧,其它
我的个人真信,是否上征信
没谢谢,其它
我听不明白你说一下吧,其它
先不办理,其它
这个是,其它
真的假的,是否真实
欠过款征信有问题还能申请你们产品吗,征信差或无资产
那你们这个安全,询问是否安全
没在,其它
什么事儿,其它
哦然后,其它
哦你说,其它
这么好,贷款速度快
哦恩,其它
对,其它
那行好嘞谢谢,其它
厘什么意思,解释厘
是对吗,其它
哦哦哦,其它
怎么会我的号码,询问信息来源
你听得见吗,客户提意见
二十岁到四十岁之间,其它
利率怎么样,询问利率
我说不要你们产品，你怎么又打过来,其它
贷款需要什么材料吗,提交材料
你给到我额度是多少,询问额度
恩是的是的,其它
有贷款可以么,已有贷款
不需要你你详细说一下,其它
如何申请,提交材料
可以介绍下你们的产品吗,解释省呗
那你们这边是时间返款吧,询问如何还款
好的嗯,其它
是否能现现金,询问贷款现金
我在哪里能找到你们这个app,软件怎么下载
听得见吗,客户提意见
就是,其它
之前被拒过,征信差或无资产
我想问一下你这边最少是借多少,询问额度
查我征信吗,是否上征信
考虑考虑,考虑
我不记得您这个软件您这边是什么软件,公司优势
好行好的谢谢,其它
二十五岁,其它
我不想结款,其它
我感觉个人信息被线路,询问是否安全
所要资料,提交材料
现在我现在不办,其它
我想问一下你这边分期最多可以分几期,询问分期
回头打给你行吗,其它
你是干什么的,询问身份或来意
行行,其它
你什么名字,询问客服名字
您是什么公司,询问公司名称或地址
你这个东西有啥用,其它
不补充,其它
我买,其它
对对我问你个问题,客户提意见
可以怎么办嘞,其它
开通多久,询问贷款速度
有花费,询问手续费
我没清楚,其它
额度是怎么计算的,额度是否循环
没有其他不想要,其它
我不方便,其它
讲,其它
你们这还款都是这样的,询问如何还款
可以分多少期,询问分期
需要抵押吗,询问抵押
我几乎不用,其它
利率多少,询问利率
没有不要听电话,其它
的是很近吗,其它
好好好好好,其它
你们是诈骗电话,是否真实
我现在不想用你们这个我想注销可以吗,其它
那目前你们只能用来还信用卡吗,解释省呗
你是人工还是话务员,是否机器人
我已经三十岁,其它
我不,其它
我我不想办好吧没有说,其它
还有的你这边告诉我一下这个是什么样的贷款,解释省呗
我讲话你有在听吗,客户提意见
个人姓张是吗,私人信息
多少利息,询问利息
嗯行嘞,其它
嗯不用办理,其它
行行行我说你这个院,其它
麻烦,其它
哦我知道我知道你可以,其它
好快,询问贷款速度
我没听明白你说太快谢谢,其它
哦行行行你给我购买二十万,其它
睡觉真烦人,其它
对的,其它
在审核中你那边还能贷款吗,已有贷款
行行行这样,其它
谢谢等一下这样,其它
你不爱国吧,爱国爱党
妈帮我,征信差或无资产
就是说你们这利率现在是多少,询问利率
等会儿再打过来,其它
我八十多,其它
缴过公积金,其它
你怎么会我的号码,询问信息来源
我个人信息有问题怎么办,询问是否安全
我们公司成立几年,客服不专业
我去对比一下,考虑
你联系方式是什么,询问联系方式
嗯知道,其它
你们能还几张信用,信用卡数量限制
嗯没有补充的,其它
你哪里的移动,询问身份或来意
嗯我改个嘉定,其它
您哪操作一遍没听清楚,其它
去哪里,询问身份或来意
额借款现在对比你能介绍一下您的产品的好处吗,解释省呗
他说我现在已经有事不好意思,其它
有我想问一下逾期的话对我后续有什么影响,是否上征信
钱额度是多少,询问额度
嗯行听明白,其它
登记吧,其它
好嘞好好好没有谢谢,其它
我已经是说吧,其它
好嘞好嘞,其它
你们营业厅像我信用卡以后使用,是否上征信
事,其它
你说刚才我说,其它
他能能,其它
为什么你看一下怎么搞,提交材料
你们怎么有我信息的,询问信息来源
工资优势是吗,公司优势
从哪里可以看到页面,询问公司名称或地址
一直说一遍我没听明白行吧,其它
哪个单位,询问公司名称或地址
我可以接多少额度,询问额度
我说邮,其它
这是你们这就是假如说我要逾期的话已经影响吗,是否上征信
现金贷吗,询问贷款现金
到公司的具体路线是什么,询问公司名称或地址
手续费多少,询问手续费
最多分几期,询问分期
好的好的好,其它
没问题,其它
我要注销省被美女,其它
我是问五分钟才能申请是吗,审核时间
我没有我不是跟你说我没有信用卡,其它
为什么问你的你都不知道,客服不专业
什么卡,其它
你们这边审核需要多久,审核时间
多久,询问贷款速度
什么省份,解释省呗
也行,其它
别废话,其它
我说我真的不需要谢谢,其它
没有信用卡,其它
你好我想问一下你吃饭吗,私人信息
好好我说,其它
有用,其它
恩不用谢谢,其它
哦行要不你给我办这个业务吧,其它
你是机器人,是否机器人
资质差,征信差或无资产
你们根本去银行有合作,合作银行
我怕短信外漏怎么办,询问是否安全
额度是如何计算的,额度是否循环
想问一下你们公司什么时候成立的,客服不专业
是请说,其它
提前还款要多收费吗,询问如何还款
安全有保障吧,询问是否安全
哦好吧,其它
好嘞嗯好嘞,其它
之前没交公积金的,其它
我没有信用卡可以使用吗,其它
哦要改,其它
恩你说,其它
二十多,其它
我们这边暂时不需要谢谢,其它
嗯哪个那个,其它
我没有信用卡,其它
把你们公司的地址给我,询问公司名称或地址
我说用不上,其它
支付宝,询问如何还款
听不懂,其它
更多,询问额度
上网,其它
怎么回事我没听明白,其它
五分钟是一定是有审核结果的什么,审核时间
怎么是,其它
你在哪,询问公司名称或地址
确认,其它
嗯差不多,其它
现在不能办理好好好没,其它
要户口本吗,提交材料
预期后扣费吗,询问利率
你们官网是什么,询问公司名称或地址
知道吧我看看,其它
什么事,解释省呗
我说你们这边有没有官网我想去你们官网看一下,询问公司名称或地址
我如果那个问题吗,客户提意见
嗯不需要,其它
省呗我申请,已在使用
你们这个审核需要什么流程,提交材料
优惠吗,客服不专业
哦那你不用给我办理不用,其它
你们支持代还多少家银行的信用卡,信用卡数量限制
那行,其它
要结婚证吗,提交材料
要不要查我的征信,是否上征信
不同意,其它
好的您是否能接线请,询问贷款现金
你们这边能够申请多少钱,询问额度
是这样没有谢谢,其它
哦行行行好嘞,其它
我没听明白你这种,其它
借款需要公积金吗,提交材料
我有不是说啥没听清,其它
哦对你是哪里,询问身份或来意
企业金多少,询问额度
我觉的隐私被限速,询问是否安全
我信用不好,征信差或无资产
没有我时间就给你交,其它
我再解下,考虑
我现在正常借款充的最低能介绍一下你们前面的好处吗,公司优势
省呗是什么,解释省呗
你男朋友什么条件的,私人信息
你这边是什么性质的贷款可以用来做什么,解释省呗
你要都没有,其它
嗯上网,其它
我在开车我不想听,其它
我已经七十多,其它
多久能拿到钱,询问贷款速度
起借金额是多少,询问额度
我在开车你给我来电打过来吗,其它
好嘞,其它
有打过来,其它
不明白,其它
你说我意思是啥听说的,其它
你们公司怎么去,询问公司名称或地址
我这边暂时不需要,其它
给我你们给我打太低根本不够用,询问额度
好嘞你,其它
哦,其它
反正我,其它
还掉还能再借吗,额度是否循环
嗯哼,其它
我现在想借钱我怎么操作你们这个产品,提交材料
哦有的那我想问一下你们就是说现在这个利率是多少钱,询问利率
什么东西,解释省呗
我办,其它
你好能听到吗,其它
我五十多,其它
哦行那个,其它
不考虑,其它
和哪些银行合作,合作银行
留个联系方式,询问联系方式
那好的,其它
哦暂时我可能用不到吧,其它
再见再见再见,其它
那是骗人,是否真实
好好嘞好嘞,其它
国家认证吗,询问是否安全
你声音大一点,其它
我这边是想解一下你们这边的,解释省呗
你说什么意思,其它
你们是骗子吗,是否真实
下载下载被呗是吧,软件怎么下载
不明白慢点,其它
抱歉开车等会详细我服,其它
请讲嗯是这样的我现在接入的款然后我有钱我想把它提前还,询问如何还款
如果说有问题是可以申请退款,询问如何还款
我说不要不要,其它
你不要说,客户提意见
信用贷款是什么,解释信用贷款
办花费多少,询问手续费
对喂,其它
没有没有你说什么听不懂,其它
算吧,其它
补充的没,其它
你说是,其它
你们这里有官网嘛,询问公司名称或地址
不会是骗人的吧,是否真实
多久能通过审核,审核时间
问一下额度是多少,询问额度
贷款是什么,解释信用贷款
你结婚吗,私人信息
我去参加过,其它
我已经八十多,其它
逾期过可以申请吗,征信差或无资产
我想注销可以吗怎么注销,其它
高利贷吗,是否真实
这是移动公司那联通,询问身份或来意
我觉得我还剩一个考虑考虑,考虑
签收,其它
你声音很好听,私人信息
没啥,其它
你们要收服务费吗,询问手续费
没有不太需要谢谢,其它
我是什么事,其它
重复,其它
好的那是,其它
听到吗,客户提意见
在开会,其它
哦是吧,其它
我回来现在收费,询问手续费
你可以给我介绍一下你们产品的好处吗,公司优势
在哪个平台获取到,软件怎么下载
好嘞对,其它
哦这样,其它
你平常都是自己居住吗,私人信息
又想出来骗人是吧,是否真实
那好好,其它
行行行可以的是吧,其它
有个问题问你？,客户提意见
不知道怎么,其它
哦那可以,其它
反正我就问问你们别的话在听不清,其它
什么什么,解释省呗
我还没使这个吧,其它
恩有的有的,其它
我说怎么这一块怎么退款,询问如何还款
我说会不会影响到个人真信,是否上征信
零对,其它
哦不是的,其它
你是机器人还是话务员,是否机器人
没有没有,其它
怎么样通过率高一点,审核时间
那我这边是没有需求的,其它
逾期有什么影响,是否上征信
行办理吧,其它
申请需要什么,提交材料
没弄,其它
你是谁,询问身份或来意
我不用我的,其它
你们这个贷款怎么搞,提交材料
企业金额是多少,询问额度
逾期有影响,征信差或无资产
有什么事吗,其它
是否能借现金,询问贷款现金
不对你打错,其它
省呗没听说过,解释省呗
我还真挺多的办一个,其它
哦你哪里,询问身份或来意
我想借十万可以吗,询问额度
在哪个平台下载,软件怎么下载
我是说浦发银行可以吗,合作银行
你说一下吧,其它
我不用我的电表箱,其它
嗯很好,其它
你们这边审核快吗,审核时间
你们公司都有什么产品,客服不专业
有没有保障的,是否真实
你们最高能贷多少,询问额度
你听我说,客户提意见
不想补充,其它
有申请客服部,客服不专业
没时间去,其它
嗯怎么借款,提交材料
不行,其它
申请是多少,询问额度
你是骗子吗,询问身份或来意
您就是说,其它
你你这个注册都需要填写什么,提交材料
没激活,其它
哦行可以给我办理一下,其它
对恩,其它
我是那个普我我要还浦发银行的贷款,合作银行
缴纳,其它
请问贵公司的地址在哪里,询问公司名称或地址
我听不懂你说,其它
好的我现在知道我现在,其它
我想问一下你们要查专线吗,是否上征信
晚点再说,其它
你们是无抵押的吗,询问抵押
你走,其它
是真实的吗,是否真实
什么时候钱能进卡,询问贷款速度
你能不能听到我讲话？,客户提意见
没有宽限期吗,客服不专业
行行好好这样吧,其它
对你说是,其它
我七十多,其它
我说有有能听懂吗,其它
再见,其它
好嘞嗯,其它
你怎么什么都不懂,客服不专业
已经在用,其它
请说,其它
嗯好嘞,其它
再想想,考虑
不太方便,其它
可以接现金吗,询问贷款现金
好的好嘞,其它
还有其他的产品吗,客服不专业
正开会,其它
不是山东不是一直是幺零零八六吗它换成幺零零八五的,询问身份或来意
在忙,其它
就是怎么退款,询问如何还款
我很满意,其它
不会是骗子吧,是否真实
对什么事儿,其它
收下,其它
恩对,其它
还贷方式有哪些,询问如何还款
那那我暂时不需要谢谢谢谢谢谢,其它
好行的,其它
你这样也能做客服,客服不专业
对什么,其它
交一段时间又不交,其它
账号不会有安全问题吗,询问是否安全
直接使用,其它
恩不客气感谢来电再见,其它
你给到我度是多少,询问额度
咋回事,其它
刚才你等一下,其它
嗯我拨拨打这个,其它
我这边利息是多少,询问利息
我说你帮我介绍一下,解释省呗
别的都没,其它
没有的话怎么办吗,其它
你说慢我没听明白,其它
有些,其它
不对哦转到,其它
我看看再说,其它
我真的不需要谢谢,其它
安不安全,询问是否安全
就这样,其它
买吧,其它
你怎么说嘞我刚才没听见你说的钱也不太远,其它
恩好嘞,其它
你这边是哪里的,询问公司名称或地址
这里只是想问一下你这个,客户提意见
你说我不明白这个,其它
安全吗,询问是否安全
行你给我开通吧,其它
嗯我想刚才他说嘞,其它
什么意思办理什么,其它
也可以也是,其它
什么听不懂,询问身份或来意
好行行行,其它
最多贷多少,询问额度
中,其它
可以,其它
嗯到那你们在地区,询问公司名称或地址
其他产品逾期能申请吗,征信差或无资产
不激活,其它
那你说,其它
无法操作,其它
没有好就这样再见,其它
哦好的,其它
我现在想借款这样对比们查一下你查不到好处,公司优势
我二十多,其它
好到,其它
要房产证吗,提交材料
唉唉是,其它
我说你这边怎么借,提交材料
对对光宽带,其它
这边可以提现金吗,询问贷款现金
一届金是多少,询问利息
